PING 10.1.0.65 (10.1.0.65) 56(84) bytes of data.
64 bytes from 10.1.0.65: icmp_seq=1 ttl=64 time=0.709 ms
64 bytes from 10.1.0.65: icmp_seq=2 ttl=64 time=0.846 ms
64 bytes from 10.1.0.65: icmp_seq=3 ttl=64 time=0.840 ms
64 bytes from 10.1.0.65: icmp_seq=4 ttl=64 time=0.894 ms
64 bytes from 10.1.0.65: icmp_seq=5 ttl=64 time=0.789 ms
64 bytes from 10.1.0.65: icmp_seq=6 ttl=64 time=0.788 ms
64 bytes from 10.1.0.65: icmp_seq=7 ttl=64 time=0.871 ms
64 bytes from 10.1.0.65: icmp_seq=8 ttl=64 time=0.783 ms
64 bytes from 10.1.0.65: icmp_seq=9 ttl=64 time=0.766 ms
64 bytes from 10.1.0.65: icmp_seq=10 ttl=64 time=0.776 ms
64 bytes from 10.1.0.65: icmp_seq=11 ttl=64 time=0.790 ms
64 bytes from 10.1.0.65: icmp_seq=12 ttl=64 time=0.760 ms
64 bytes from 10.1.0.65: icmp_seq=13 ttl=64 time=0.807 ms
64 bytes from 10.1.0.65: icmp_seq=14 ttl=64 time=0.761 ms
64 bytes from 10.1.0.65: icmp_seq=15 ttl=64 time=0.749 ms
64 bytes from 10.1.0.65: icmp_seq=16 ttl=64 time=0.778 ms
64 bytes from 10.1.0.65: icmp_seq=17 ttl=64 time=0.781 ms
64 bytes from 10.1.0.65: icmp_seq=18 ttl=64 time=0.773 ms
64 bytes from 10.1.0.65: icmp_seq=19 ttl=64 time=0.788 ms
64 bytes from 10.1.0.65: icmp_seq=20 ttl=64 time=0.734 ms
64 bytes from 10.1.0.65: icmp_seq=21 ttl=64 time=0.757 ms
64 bytes from 10.1.0.65: icmp_seq=22 ttl=64 time=0.699 ms
64 bytes from 10.1.0.65: icmp_seq=23 ttl=64 time=0.798 ms
64 bytes from 10.1.0.65: icmp_seq=24 ttl=64 time=0.808 ms
64 bytes from 10.1.0.65: icmp_seq=25 ttl=64 time=0.847 ms
64 bytes from 10.1.0.65: icmp_seq=26 ttl=64 time=0.789 ms
64 bytes from 10.1.0.65: icmp_seq=27 ttl=64 time=0.851 ms
64 bytes from 10.1.0.65: icmp_seq=28 ttl=64 time=0.783 ms
64 bytes from 10.1.0.65: icmp_seq=29 ttl=64 time=0.836 ms
64 bytes from 10.1.0.65: icmp_seq=30 ttl=64 time=0.763 ms
64 bytes from 10.1.0.65: icmp_seq=31 ttl=64 time=0.710 ms
64 bytes from 10.1.0.65: icmp_seq=32 ttl=64 time=0.791 ms
64 bytes from 10.1.0.65: icmp_seq=33 ttl=64 time=0.857 ms
64 bytes from 10.1.0.65: icmp_seq=34 ttl=64 time=0.792 ms
64 bytes from 10.1.0.65: icmp_seq=35 ttl=64 time=0.832 ms
64 bytes from 10.1.0.65: icmp_seq=36 ttl=64 time=0.678 ms
64 bytes from 10.1.0.65: icmp_seq=37 ttl=64 time=0.875 ms
64 bytes from 10.1.0.65: icmp_seq=38 ttl=64 time=0.702 ms
64 bytes from 10.1.0.65: icmp_seq=39 ttl=64 time=0.760 ms
64 bytes from 10.1.0.65: icmp_seq=40 ttl=64 time=0.751 ms
